"idCatalogoCuenta","desCatalogoCuenta"
13924,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 5"
13926,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS Más de 7"
13929,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13930,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 1 a 7 días"
13932,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 8 días a 31 días"
13934,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 32 días a 92 días"
13936,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 93 días a 184 días"
13938,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 185 días a 366 días"
13940,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 367 días a 731 días"
13942,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 732 días a 1"
13944,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 1"
13946,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 1"
13948,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 1"
13950,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 2"
13952,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 3"
13954,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS De 5"
13956,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS Más de 7"
13959,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS"
13960," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 1 a 7 días"
13962," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 8 días a 31 días"
13964," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 32 días a 92 días"
13966," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 93 días a 184 días"
13968," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 185 días a 366 días"
13970," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 367 días a 731 días"
13972," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 732 días a 1"
13974," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 1"
13976," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 1"
13978," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 1"
13980," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 2"
13982," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 3"
13984," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 5"
13986," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). Más de 7"
13989,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR FUTUROS DE COMPRA DE DIVISAS  FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA)."
13990," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 1 a 7 días"
13992," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 8 días a 31 días"
13994," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 32 días a 92 días"
13996," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 93 días a 184 días"
13998," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 185 días a 366 días"
14000," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 367 días a 731 días"
14002," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 732 días a 1"
14004," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 1"
14006," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 1"
14008," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 1"
14010," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 2"
14012," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 3"
14014," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). De 5"
14016," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). Más de 7"
14019," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA).  FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA)."
14020,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14022,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14024,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14026,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14028,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14030,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14032,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14034,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14036,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14038,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14040,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14042,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14044,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14046,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14049," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE PASIVA). FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14050,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14052,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14054,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14056,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14058,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14060,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14062,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14064,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14066,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14068,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14070,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14072,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14074,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14076,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14079,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14080,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14082,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14084,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14086,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14088,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14090,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14092,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14094,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14096,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14098,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14100,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14102,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14104,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14106,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14109,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
14110,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14112,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14114,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14116,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14118,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14120,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14122,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14124,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14126,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14128,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14130,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14132,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14134,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14136,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14139,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14140,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14142,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14144,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14146,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14148,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14150,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14152,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14154,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14156,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14158,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14160,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14162,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14164,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14166,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14169,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14170,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14172,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14174,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14176,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14178,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14180,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14182,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14184,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14186,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14188,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14190,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14192,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14194,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14196,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14199,"PAQUETES DE FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14200,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 1 a 7 días"
14202,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 8 días a 31 días"
14204,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 32 días a 92 días"
14206,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 93 días a 184 días"
14208,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 185 días a 366 días"
14210,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 367 días a 731 días"
14212,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 732 días a 1"
14214,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 1"
14216,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 1"
14218,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 1"
14220,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 2"
14222,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 3"
14224,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) De 5"
14226,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) Más de 7"
14229,"PAQUETES DE FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
14230,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 1 a 7 días"
14232,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 8 días a 31 días"
14234,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 32 días a 92 días"
14236,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 93 días a 184 días"
14238,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 185 días a 366 días"
14240,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 367 días a 731 días"
14242,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 732 días a 1"
14244,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 1"
14246,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 1"
14248,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 1"
14250,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 2"
14252,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 3"
14254,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) De 5"
14256,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) Más de 7"
14259,"SWAPS  RELATIVAS A SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL (FASE PASIVA) SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA)"
14260,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 1 a 7 días"
14262,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 8 días a 31 días"
14264,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 32 días a 92 días"
14266,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 93 días a 184 días"
14268,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 185 días a 366 días"
14270,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 367 días a 731 días"
14272,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 732 días a 1"
14274,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 1"
14276,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 1"
14278,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 1"
14280,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 2"
14282,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 3"
14284,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) De 5"
14286,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) Más de 7"
14289,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL FIJA (FASE PASIVA) SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA)"
14290,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14292,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14294,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14296,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14298,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14300,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14302,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14304,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14306,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14308,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14310,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14312,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14314,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14316,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14319,"SWAPS EN LOS  QUE SE ENTREGA UNA TASA DE INTERES NOMINAL VARIABLE (FASE PASIVA) M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14320,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14322,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14324,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14326,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14328,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14330,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14332,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14334,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14336,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14338,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14340,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14342,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14344,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14346,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14349,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE COMPRA DE TASA DE INTERES NOMINAL TIPO CAP "
14350,"M.N. A ENTREGAR"
14352,"M.N. A ENTREGAR"
14354,"M.N. A ENTREGAR"
14356,"M.N. A ENTREGAR"
14358,"M.N. A ENTREGAR"
14360,"M.N. A ENTREGAR"
14362,"M.N. A ENTREGAR"
14364,"M.N. A ENTREGAR"
14366,"M.N. A ENTREGAR"
14368,"M.N. A ENTREGAR"
14370,"M.N. A ENTREGAR"
14372,"M.N. A ENTREGAR"
14374,"M.N. A ENTREGAR"
14376,"M.N. A ENTREGAR"
14379,"M.N. A ENTREGAR POR EMISIÓN DE OPCIONES DE VENTA DE TASA DE INTERES NOMINAL TIPO  FLOOR"
14380,"M.N. A ENTREGAR"
14382,"M.N. A ENTREGAR"
14384,"M.N. A ENTREGAR"
14386,"M.N. A ENTREGAR"
